user_id,item_id,cat_id,seller_id,brand_id,time_stamp,action_type
328862,323294,833,2882,2661,829,0
328862,844400,1271,2882,2661,829,0
328862,575153,1271,2882,2661,829,0
328862,996875,1271,2882,2661,829,0
328862,1086186,1271,1253,1049,829,0
328862,623866,1271,2882,2661,829,0
328862,542871,1467,2882,2661,829,0
328862,536347,1095,883,1647,829,0
328862,364513,1271,2882,2661,829,0
328862,575153,1271,2882,2661,829,0
328862,239288,602,420,4953,801,0
328862,950862,962,4605,7622,801,0
328862,262500,602,420,4953,801,0
328862,1064265,614,4605,7622,801,0
328862,809148,602,420,4953,801,0
328862,197239,602,420,4953,801,0
328862,43367,1505,3828,1446,526,0
328862,844535,302,3354,883,526,0
328862,886633,1505,3828,1446,526,0
328862,81766,614,4605,7622,709,2
328862,524981,664,2382,1272,602,0
328862,81766,614,4605,7622,709,0
328862,208525,267,3073,8126,805,0
328862,853901,267,3073,8126,805,2
328862,1102596,267,3073,8126,805,2
328862,963870,267,3073,8126,805,2
328862,813647,267,3073,8126,805,2
328862,208525,267,3073,8126,805,2
328862,943106,662,3354,883,526,0
328862,950862,962,4605,7622,709,0
328862,943106,662,3354,883,526,0
328862,1037824,662,4094,7749,531,0
328862,339997,1432,323,320,531,0
328862,706479,1505,780,516,921,0
328862,544690,1095,780,516,921,0
328862,81766,614,4605,7622,801,2
328862,1064265,614,4605,7622,801,0
328862,237512,154,883,1647,829,0
328862,65116,614,4605,7622,709,0
328862,261334,602,420,4953,801,0
328862,815434,602,420,4953,801,0
328862,467266,821,3354,883,526,0
328862,30217,1397,3354,883,526,0
328862,142866,1238,3828,1446,526,0
328862,542129,602,420,4953,801,0
328862,1089499,154,883,1647,829,0
328862,19195,602,420,4953,801,0
328862,81766,614,4605,7622,709,0
328862,81766,614,4605,7622,709,0
328862,81766,614,4605,7622,709,0
328862,1064265,614,4605,7622,709,0
328862,93242,1505,780,516,921,0
328862,605963,1467,4432,1209,921,0
328862,402928,602,420,4953,801,0
328862,589922,1095,780,516,921,0
328862,267067,1208,1200,2276,908,0
328862,313424,614,4043,7178,1013,0
328862,697491,662,3828,1446,526,0
328862,1113102,1505,3828,1446,526,0
328862,452003,1505,3828,1446,526,0
328862,698158,1505,3828,1446,526,0
328862,81766,614,4605,7622,801,0
328862,313424,614,4043,7178,1013,0
328862,218471,302,3828,1446,526,0
328862,81766,614,4605,7622,801,0
328862,751744,602,420,4953,801,0
328862,440930,1271,2882,2661,829,0
328862,575153,1271,2882,2661,829,3
328862,623866,1271,2882,2661,829,3
328862,880162,1271,2882,2661,829,0
328862,1021873,1271,2882,2661,829,0
328862,1091221,1271,591,418,829,0
328862,1110047,1271,2882,2661,829,0
328862,418334,1271,2882,2661,829,0
328862,547309,1467,1253,7907,829,0
328862,575153,1271,2882,2661,829,0
328862,291985,656,2882,2661,829,0
328862,582564,1271,2882,2661,829,0
328862,985405,656,2882,2661,829,0
328862,216494,1271,2882,2661,829,0
328862,364513,1271,2882,2661,829,0
328862,328577,1095,883,1647,829,0
328862,845130,1467,2882,2661,829,0
328862,351462,1553,3925,2031,829,0
328862,22064,1271,2882,2661,829,0
328862,439895,1467,1253,328,829,0
328862,1047122,1271,2882,2661,829,0
328862,315621,1271,1253,7907,829,0
328862,216494,1271,2882,2661,829,0
328862,709455,1271,2882,2661,829,0
328862,832524,1467,2882,2661,829,0
328862,447269,154,883,1647,829,0
328862,702304,821,1138,4104,823,0
328862,336583,662,4924,856,615,0
328862,577161,662,4094,7749,615,0
328862,42828,1397,3354,883,615,0
328862,157010,1095,883,1647,615,0
328862,484676,267,3073,8126,1002,2
328862,1024236,1577,1138,4104,1002,0
328862,99493,387,1138,4104,1002,0
328862,251929,1438,639,1565,1002,0
328862,484676,267,3073,8126,1002,0
328862,251929,1438,639,1565,1002,2
328862,484676,267,3073,8126,1002,2
328862,251929,1438,639,1565,1002,2
328862,484676,267,3073,8126,1002,2
328862,484676,267,3073,8126,1002,2
328862,484676,267,3073,8126,1002,2
328862,267067,1208,1200,2276,906,0
328862,267067,1208,1200,2276,906,2
328862,267067,1208,1200,2276,906,0
328862,267067,1208,1200,2276,906,2
328862,499898,614,4605,7622,711,0
328862,1068751,56,4488,5625,520,0
328862,73839,1505,2720,1005,619,0
328862,609965,1118,167,6065,723,0
328862,428643,662,461,1859,727,3
328862,197818,662,461,1859,727,0
328862,834814,662,461,1859,727,0
328862,169025,1577,3828,1446,620,0
328862,359016,1271,4438,2427,620,0
328862,43421,833,3719,4771,619,0
328862,169025,1577,3828,1446,619,2
328862,712703,1238,3828,1446,619,0
328862,169025,1577,3828,1446,619,0
328862,488385,833,1692,2235,619,0
328862,842597,1553,1138,4104,1102,0
328862,217103,389,1138,4104,1102,0
328862,431009,1577,3828,1446,1102,0
328862,161758,748,1138,4104,1102,0
328862,258882,1142,1138,4104,1102,0
328862,156988,1095,1138,4104,1102,0
328862,352135,662,461,1859,727,0
328862,244223,662,461,1859,727,0
328862,202407,662,461,1859,727,0
328862,1026544,1467,437,801,727,0
328862,202407,662,461,1859,727,0
328862,263868,662,461,1859,727,0
328862,819025,1577,461,1859,727,0
328862,920806,662,461,1859,727,0
328862,428643,662,461,1859,727,0
328862,348356,662,461,1859,727,0
328862,73392,662,461,1859,727,0
328862,1014024,662,461,1859,727,0
328862,629649,662,461,1859,727,0
328862,629649,662,461,1859,727,0
328862,274189,662,461,1859,727,0
328862,428643,662,461,1859,727,0
328862,971563,1467,1003,2593,1026,0
328862,971563,1467,1003,2593,1026,0
328862,294555,267,1867,3243,1026,0
328862,506491,389,1138,4104,1102,0
328862,636524,1591,1138,4104,823,0
328862,972269,154,1138,4104,823,0
328862,162308,387,1138,4104,823,0
328862,702304,821,1138,4104,823,0
328862,482931,1591,1138,4104,823,0
328862,702304,821,1138,4104,823,2
328862,401830,1397,1138,4104,820,0
328862,866829,662,1138,4104,820,0
328862,257104,1397,1138,4104,820,0
328862,741932,387,1138,4104,820,0
328862,362266,1577,2412,4801,601,0
328862,787310,895,3948,735,927,0
328862,469250,407,4109,511,708,0
328862,1094497,407,4109,511,708,0
328862,1094497,407,4109,511,708,2
328862,711042,1095,2412,4801,708,0
328862,805378,407,4109,511,708,0
328862,896716,407,4109,511,708,0
328862,1094497,407,4109,511,708,0
328862,406349,1280,2700,5476,1111,0
328862,406349,1280,2700,5476,1111,0
328862,807126,1181,1963,6109,1111,0
328862,406349,1280,2700,5476,1111,2
328862,406349,1280,2700,5476,1111,0
328862,406349,1280,2700,5476,1111,0
328862,1094497,407,4109,511,708,0
328862,675927,407,4109,511,708,0
328862,43799,407,4109,511,708,0
328862,896776,407,4109,511,708,0
328862,731269,833,2217,3012,708,0
328862,941328,1397,4688,4623,625,0
328862,406349,1280,2700,5476,1111,0
328862,406349,1280,2700,5476,1111,0
328862,406349,1280,2700,5476,1111,0
328862,443739,138,4877,1954,1012,0
328862,556215,821,3925,2031,721,0
328862,476545,1326,2479,5553,712,0
328862,376294,1326,2479,5553,712,0
328862,601596,737,2479,5553,712,0
328862,633173,737,2479,5553,712,0
328862,621602,737,2479,5553,712,0
328862,376294,1326,2479,5553,712,0
328862,376294,1326,2479,5553,712,0
328862,839044,1326,2479,5553,712,0
328862,376294,1326,2479,5553,712,0
328862,376294,1326,2479,5553,712,0
328862,514704,407,4109,511,708,0
328862,514704,407,4109,511,708,0
328862,469250,407,4109,511,708,0
328862,514704,407,4109,511,708,2
328862,206882,387,3354,883,601,0
328862,587603,821,2412,4801,601,0
328862,132892,1095,2412,4801,601,0
328862,745630,1604,3354,883,601,0
328862,156921,387,3354,883,601,0
328862,276320,821,3354,883,601,0
328862,468087,387,1138,4104,820,0
328862,505977,154,1138,4104,820,0
328862,105408,821,1138,4104,820,0
328862,682964,154,1138,4104,820,0
328862,669851,387,1138,4104,820,0
328862,34034,1591,1138,4104,820,0
328862,431931,154,1138,4104,820,0
328862,745,1577,1138,4104,820,0
328862,679759,387,1138,4104,820,0
328862,706347,387,1138,4104,820,0
328862,449288,154,1138,4104,820,0
328862,338981,154,1138,4104,820,0
328862,639055,1397,1138,4104,820,0
328862,1079313,662,1138,4104,820,0
328862,669851,387,1138,4104,820,0
328862,33262,602,420,4953,826,0
328862,698318,737,3459,2683,1022,2
328862,698318,737,3459,2683,1022,0
328862,949741,1591,1138,4104,810,0
328862,305902,821,461,1859,810,0
328862,706347,387,1138,4104,810,0
328862,1021984,1525,2667,4926,810,0
328862,1021984,1525,2667,4926,810,2
328862,1021984,1525,2667,4926,810,0
328862,468087,387,1138,4104,810,0
328862,151921,387,1138,4104,810,0
328862,265454,662,461,1859,810,0
328862,1021984,1525,2667,4926,810,0
328862,326321,1326,3459,2683,1022,0
328862,698318,737,3459,2683,1022,0
328862,698318,737,3459,2683,1022,0
328862,326321,1326,3459,2683,1022,2
328862,326321,1326,3459,2683,1022,0
328862,698318,737,3459,2683,1022,0
328862,326321,1326,3459,2683,1022,0
328862,676090,119,4043,7178,611,0
328862,676090,119,4043,7178,611,0
328862,161902,662,1102,1214,611,0
328862,676090,119,4043,7178,611,2
328862,1037674,1238,1102,1214,611,0
328862,745558,387,1138,4104,810,0
328862,669851,387,1138,4104,810,0
328862,698318,737,3459,2683,1022,0
328862,698318,737,3459,2683,1022,0
328862,326321,1326,3459,2683,1022,0
328862,567850,737,3459,2683,1022,0
328862,685024,845,2667,1962,810,2
328862,119898,602,420,4953,826,0
328862,819507,602,420,4953,826,0
328862,702304,821,1138,4104,826,0
328862,958644,1095,3828,1446,728,0
328862,408039,821,1138,4104,728,0
328862,189490,662,3828,1446,728,0
328862,697491,662,3828,1446,728,0
328862,92347,662,465,1797,728,0
328862,296809,662,3828,1446,728,0
328862,679003,821,3828,1446,728,0
328862,372369,1397,3828,1446,728,0
328862,372369,1397,3828,1446,728,0
328862,482931,1591,1138,4104,728,0
328862,733181,662,1138,4104,728,0
328862,1002584,302,3828,1446,728,0
328862,108287,1271,437,801,528,0
328862,256805,664,789,1552,1007,0
328862,530611,1271,4257,6742,528,0
328862,992655,1467,623,7047,528,0
328862,906495,1271,3950,4052,528,0
328862,455221,1271,437,801,528,0
328862,693014,1188,3679,8461,621,0
328862,1077249,1505,944,7370,621,0
328862,693014,1188,3679,8461,621,0
328862,693014,1188,3679,8461,621,0
328862,693014,1188,3679,8461,621,2
328862,693014,1188,3679,8461,621,0
328862,831881,36,3112,809,621,0
328862,693014,1188,3679,8461,621,0
328862,1084285,1188,1687,6296,621,0
328862,693014,1188,3679,8461,621,0
328862,693014,1188,3679,8461,621,0
328862,831881,36,3112,809,621,2
328862,693014,1188,3679,8461,621,0
328862,693014,1188,3679,8461,621,0
328862,693014,1188,3679,8461,621,0
328862,249435,1188,3679,8461,621,0
328862,472412,985,1688,1039,812,0
328862,696448,464,3373,5148,525,0
328862,985000,464,1742,7885,525,0
328862,845746,464,1742,7885,525,2
328862,942560,464,3373,5148,525,0
328862,226057,464,3373,5148,525,0
328862,845746,464,1742,7885,525,0
328862,637637,662,3828,1446,728,0
328862,477050,662,1138,4104,728,0
328862,696163,1095,3828,1446,728,0
328862,81302,302,3828,1446,728,0
328862,554034,662,3828,1446,728,0
328862,881947,662,1138,4104,728,0
328862,482931,1591,1138,4104,728,0
328862,638263,1397,3828,1446,728,0
328862,548082,821,3828,1446,728,0
328862,671405,662,3828,1446,728,0
328862,123379,1095,1138,4104,728,0
328862,482931,1591,1138,4104,728,0
328862,542325,662,3828,1446,728,0
328862,451956,662,3828,1446,728,0
328862,381779,1577,1138,4104,728,0
328862,502970,1591,1138,4104,728,0
328862,665481,1397,3828,1446,728,0
328862,599521,1505,3828,1446,728,0
328862,451956,662,3828,1446,728,0
328862,712156,662,3828,1446,728,0
328862,542806,1397,3828,1446,728,0
328862,694607,662,3828,1446,728,0
328862,608402,1397,3828,1446,728,0
328862,866433,662,3828,1446,728,0
328862,172030,662,1138,4104,728,0
328862,294878,821,3828,1446,728,0
328862,694607,662,3828,1446,728,0
328862,406459,662,3828,1446,728,0
328862,913584,1505,3828,1446,728,0
328862,592310,821,1138,4104,728,0
328862,986603,302,3828,1446,728,0
328862,1002584,302,3828,1446,728,0
328862,1097257,384,3828,1446,728,0
328862,516503,662,1138,4104,728,0
328862,296339,1397,1138,4104,728,0
328862,845303,302,3828,1446,728,0
328862,952255,662,1138,4104,728,0
328862,593557,1397,3828,1446,728,0
328862,694607,662,3828,1446,728,0
328862,841339,662,1138,4104,728,0
328862,622867,1095,3828,1446,728,0
328862,636524,1591,1138,4104,728,0
328862,451956,662,3828,1446,728,0
328862,1002584,302,3828,1446,728,0
328862,983806,662,1138,4104,728,0
328862,142745,662,1138,4104,728,0
328862,218097,662,3354,883,728,0
328862,1076388,662,3828,1446,728,0
328862,938558,662,1138,4104,728,0
328862,234418,464,3373,5148,525,0
328862,316274,464,3373,5148,525,0
328862,234418,464,3373,5148,525,0
328862,335216,464,3373,5148,525,0
328862,335216,464,3373,5148,525,0
328862,224761,464,3373,5148,525,0
